CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"310000 Município ignorado - MG";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320010 Afonso Cláudio";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"320016 Água Doce do Norte";-;-;-;-;-;-;-;-;-;-;4;4;4;4;4;4
"320013 Águia Branca";2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"320020 Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320030 Alfredo Chaves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320035 Alto Rio Novo";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"320040 Anchieta";4;5;4;4;4;4;4;3;3;3;3;3;4;5;8;8
"320050 Apiacá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320060 Aracruz";7;9;11;12;17;17;17;17;17;19;16;15;15;15;15;15
"320070 Atilio Vivacqua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320080 Baixo Guandu";-;-;-;-;1;3;3;3;3;3;3;3;3;3;3;3
"320090 Barra de São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320100 Boa Esperança";2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320115 Brejetuba";1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1
"320120 Cachoeiro de Itapemirim";16;16;16;16;16;26;26;30;29;29;28;26;26;40;28;38
"320130 Cariacica";11;20;20;22;22;26;26;29;29;27;23;23;23;23;23;21
"320140 Castelo";-;-;-;-;1;1;2;2;2;2;2;2;2;2;2;2
"320150 Colatina";13;13;16;21;24;24;25;25;27;25;25;25;27;27;27;29
"320160 Conceição da Barra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320170 Conceição do Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320180 Divino de São Lourenço";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320190 Domingos Martins";4;4;4;4;4;4;4;4;4;4;4;-;-;-;-;-
"320200 Dores do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320210 Ecoporanga";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"320220 Fundão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320225 Governador Lindenberg";5;5;5;10;10;8;8;8;8;7;7;7;7;7;12;12
"320230 Guaçuí";2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3
"320240 Guarapari";7;7;8;12;12;12;12;12;12;12;9;8;8;9;13;9
"320245 Ibatiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320250 Ibiraçu";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"320255 Ibitirama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320260 Iconha";-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1
"320265 Irupi";6;6;3;3;3;2;2;2;2;2;2;2;2;2;2;2
"320270 Itaguaçu";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320280 Itapemirim";3;3;3;3;3;3;-;-;-;-;-;-;-;-;-;-
"320290 Itarana";3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5
"320300 Iúna";-;-;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"320305 Jaguaré";4;4;4;3;2;2;2;4;4;4;4;4;3;3;3;3
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1
"320313 João Neiva";1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6
"320316 Laranja da Terra";6;6;7;7;9;10;10;10;10;10;10;11;11;11;11;10
"320320 Linhares";2;2;2;5;5;5;4;4;8;8;8;10;10;10;10;10
"320330 Mantenópolis";2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-
"320332 Marataízes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"320334 Marechal Floriano";3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320335 Marilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320340 Mimoso do Sul";3;3;2;2;2;2;2;2;2;2;2;2;2;4;4;4
"320350 Montanha";-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1
"320360 Mucurici";4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1
"320370 Muniz Freire";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320380 Muqui";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320390 Nova Venécia";10;15;15;7;7;7;7;7;8;8;7;7;11;11;8;8
"320400 Pancas";7;7;7;7;7;7;7;7;7;7;7;7;7;3;3;3
"320405 Pedro Canário";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"320410 Pinheiros";5;5;5;4;4;9;9;9;9;9;10;9;9;9;9;9
"320420 Piúma";7;7;7;7;7;7;7;3;3;3;3;3;3;5;5;5
"320425 Ponto Belo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320430 Presidente Kennedy";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320435 Rio Bananal";8;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320440 Rio Novo do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320450 Santa Leopoldina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320455 Santa Maria de Jetibá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320460 Santa Teresa";1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2
"320465 São Domingos do Norte";10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320470 São Gabriel da Palha";3;3;3;3;3;3;3;3;3;3;3;-;4;4;-;-
"320480 São José do Calçado";5;9;9;9;9;9;9;9;9;6;6;6;6;6;6;6
"320490 São Mateus";9;9;10;10;10;17;17;17;17;17;17;17;17;17;17;17
"320495 São Roque do Canaã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"320500 Serra";43;49;45;47;48;49;49;53;50;44;44;43;45;44;44;45
"320501 Sooretama";1;4;6;7;7;11;11;11;11;11;9;9;9;9;9;14
"320503 Vargem Alta";3;3;5;5;5;5;5;5;5;5;5;5;5;2;2;2
"320506 Venda Nova do Imigrante";10;10;10;12;10;10;10;10;10;10;11;11;11;8;8;8
"320510 Viana";-;-;2;2;2;2;2;2;2;2;2;2;2;2;10;10
"320515 Vila Pavão";3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3
"320517 Vila Valério";2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;1
"320520 Vila Velha";26;40;42;42;42;36;44;52;43;46;49;49;56;49;45;56
"320530 Vitória";118;131;138;136;128;138;136;139;139;145;129;115;119;120;102;97
"320000 Município ignorado - ES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330010 Angra dos Reis";3;3;3;3;3;4;4;10;10;12;14;14;15;18;17;34
"330015 Aperibé";4;4;4;4;4;4;4;4;4;4;6;6;6;4;4;6
"330020 Araruama";18;22;17;19;21;15;15;15;15;15;15;15;15;15;15;6
"330022 Areal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330023 Armação dos Búzios";8;8;7;7;8;8;7;7;7;7;7;7;7;6;5;9
"330025 Arraial do Cabo";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330030 Barra do Piraí";5;5;5;5;5;6;6;8;11;11;10;8;10;11;11;6
"330040 Barra Mansa";3;4;5;5;7;7;7;7;7;7;7;7;7;8;8;69
"330045 Belford Roxo";7;10;10;10;10;10;11;11;11;7;5;4;5;5;5;5
"330050 Bom Jardim";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330060 Bom Jesus do Itabapoana";6;6;6;6;6;5;9;9;9;9;9;9;9;9;9;21
"330070 Cabo Frio";8;8;8;11;13;15;15;24;24;24;23;32;32;41;39;41
"330080 Cachoeiras de Macacu";4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-
"330090 Cambuci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330100 Campos dos Goytacazes";18;18;21;21;24;31;31;28;36;37;99;100;98;108;121;121
"330110 Cantagalo";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"330093 Carapebus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330115 Cardoso Moreira";1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;2
"330120 Carmo";3;3;3;3;3;3;8;8;8;8;10;10;10;10;12;12
"330130 Casimiro de Abreu";1;1;1;1;1;2;2;3;3;3;5;6;13;13;13;13
"330095 Comendador Levy Gasparian";4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3
"330140 Conceição de Macabu";3;4;4;4;4;4;4;4;4;4;4;4;4;58;59;62
"330150 Cordeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330160 Duas Barras";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330170 Duque de Caxias";30;34;36;37;39;34;40;43;42;50;43;42;45;45;13;22
"330180 Engenheiro Paulo de Frontin";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1
"330185 Guapimirim";14;14;4;4;4;4;4;4;4;4;4;4;8;8;8;8
"330187 Iguaba Grande";-;-;-;-;-;-;-;-;-;-;-;4;4;4;4;4
"330190 Itaboraí";38;39;39;40;41;42;42;43;46;46;46;45;48;50;61;62
"330200 Itaguaí";16;18;16;15;15;16;19;19;19;21;20;22;22;22;22;24
"330205 Italva";8;8;10;10;12;12;12;12;12;12;12;12;12;12;12;14
"330210 Itaocara";6;6;6;6;8;8;8;3;3;3;3;3;3;3;3;4
"330220 Itaperuna";18;18;18;18;17;17;17;47;43;43;39;39;47;47;47;47
"330225 Itatiaia";2;2;5;5;5;5;7;7;7;7;9;7;8;8;8;8
"330227 Japeri";13;13;13;13;13;15;15;15;15;15;6;6;6;6;6;6
"330230 Laje do Muriaé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330240 Macaé";29;30;30;33;33;33;33;33;33;33;54;54;54;55;54;54
"330245 Macuco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330250 Magé";7;7;8;8;8;8;5;5;5;5;4;5;5;5;5;5
"330260 Mangaratiba";18;18;19;19;19;19;19;19;19;19;19;19;19;19;19;23
"330270 Maricá";9;9;9;9;9;9;9;9;9;9;1;1;9;9;9;15
"330280 Mendes";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"330285 Mesquita";5;5;5;5;5;7;7;7;7;7;7;7;7;5;2;6
"330290 Miguel Pereira";6;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-
"330300 Miracema";8;7;7;7;7;7;7;7;7;7;7;7;9;11;11;11
"330310 Natividade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330320 Nilópolis";-;1;40;40;40;40;40;2;2;5;5;5;5;5;3;3
"330330 Niterói";52;55;58;62;74;72;71;71;71;68;75;73;72;67;53;19
"330340 Nova Friburgo";13;12;12;12;12;12;12;12;10;10;10;9;12;12;14;14
"330350 Nova Iguaçu";34;31;25;22;24;25;30;32;32;34;34;36;35;33;30;30
"330360 Paracambi";7;9;9;10;10;10;8;9;10;10;10;10;8;8;8;8
"330370 Paraíba do Sul";11;21;20;20;18;18;18;18;18;18;18;18;18;18;16;17
"330380 Paraty";-;2;2;4;4;4;4;4;4;4;4;-;-;-;-;-
"330385 Paty do Alferes";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1
"330390 Petrópolis";7;9;10;11;11;12;12;16;16;16;13;13;13;13;14;17
"330395 Pinheiral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330400 Piraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330410 Porciúncula";4;2;2;2;2;2;2;2;2;2;2;2;2;2;12;12
"330411 Porto Real";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330412 Quatis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"330414 Queimados";6;6;6;3;4;5;8;8;8;6;7;7;7;8;8;7
"330415 Quissamã";4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3
"330420 Resende";11;12;14;14;14;14;15;24;23;20;20;22;22;21;20;20
"330430 Rio Bonito";10;10;13;14;14;14;14;16;16;18;18;18;18;19;15;20
"330440 Rio Claro";-;-;-;-;-;-;8;8;8;8;8;8;8;8;8;8
"330450 Rio das Flores";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"330452 Rio das Ostras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330455 Rio de Janeiro";324;348;360;350;352;380;438;454;421;571;571;551;578;421;430;461
"330460 Santa Maria Madalena";3;6;6;6;3;3;3;3;3;3;3;3;3;3;3;3
"330470 Santo Antônio de Pádua";26;26;26;26;6;5;7;11;11;9;9;9;11;11;12;12
"330480 São Fidélis";4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-
"330475 São Francisco de Itabapoana";-;-;-;-;-;-;1;1;1;1;1;1;2;3;6;8
"330490 São Gonçalo";28;29;41;51;59;64;63;63;63;60;58;64;65;84;85;73
"330500 São João da Barra";8;8;8;8;8;-;-;-;-;1;1;1;8;9;15;15
"330510 São João de Meriti";17;20;26;22;25;25;23;14;14;14;14;13;13;13;13;13
"330513 São José de Ubá";2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-
"330515 São José do Vale do Rio Preto";-;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"330520 São Pedro da Aldeia";22;22;22;22;22;22;22;22;22;12;12;12;12;12;12;12
"330530 São Sebastião do Alto";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"330540 Sapucaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330550 Saquarema";4;4;6;8;8;8;8;8;8;11;11;8;7;7;1;1
"330555 Seropédica";28;28;28;28;34;31;27;12;8;8;8;9;9;12;12;13
"330560 Silva Jardim";-;-;-;-;-;-;7;9;16;16;9;9;9;9;9;13
"330570 Sumidouro";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6
"330575 Tanguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330580 Teresópolis";8;8;8;8;8;17;17;17;17;17;17;7;17;20;11;11
"330590 Trajano de Moraes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330600 Três Rios";7;7;7;7;3;3;5;5;5;5;5;5;4;4;4;4
"330610 Valença";2;2;2;2;3;3;6;6;6;6;6;6;6;6;6;6
"330615 Varre-Sai";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"330620 Vassouras";4;4;5;5;5;5;5;3;3;3;3;3;4;6;6;6
"330630 Volta Redonda";14;22;26;24;26;26;26;25;25;25;21;26;28;28;29;29
"330000 Município ignorado - RJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350010 Adamantina";2;5;5;3;3;4;4;4;4;4;4;4;4;3;4;4
"350020 Adolfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;5
"350030 Aguaí";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;19
"350040 Águas da Prata";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350050 Águas de Lindóia";8;6;6;12;12;10;10;10;10;10;10;10;9;9;9;9
"350055 Águas de Santa Bárbara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350060 Águas de São Pedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350070 Agudos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350075 Alambari";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"350080 Alfredo Marcondes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350090 Altair";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350100 Altinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350110 Alto Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350115 Alumínio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350120 Álvares Florence";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350130 Álvares Machado";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350140 Álvaro de Carvalho";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350150 Alvinlândia";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350160 Americana";22;22;23;21;22;22;23;24;24;24;26;36;36;36;42;42
"350170 Américo Brasiliense";3;3;3;4;4;4;4;4;4;4;4;19;19;19;19;19
"350180 Américo de Campos";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-
"350190 Amparo";7;8;8;7;7;9;11;14;14;14;14;20;20;26;26;26
"350200 Analândia";2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4
"350210 Andradina";1;3;6;6;8;8;8;8;8;6;6;6;9;9;9;14
"350220 Angatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350230 Anhembi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350240 Anhumas";5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7
"350250 Aparecida";-;-;-;2;2;2;2;2;2;2;2;2;2;2;2;4
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350270 Apiaí";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"350275 Araçariguama";-;-;-;2;2;2;2;2;2;2;-;-;-;-;-;-
"350280 Araçatuba";31;36;38;44;46;50;51;50;50;45;45;44;48;47;51;55
"350290 Araçoiaba da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350300 Aramina";4;4;4;4;4;4;4;4;6;6;6;6;6;6;-;4
"350310 Arandu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350315 Arapeí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350320 Araraquara";9;9;15;15;15;15;15;15;20;24;24;24;27;27;28;29
"350330 Araras";4;4;4;4;1;1;1;7;6;6;9;9;9;9;9;9
"350335 Arco-Íris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350340 Arealva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350350 Areias";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"350360 Areiópolis";12;12;12;12;12;12;12;12;12;13;12;12;12;12;12;12
"350370 Ariranha";-;-;-;2;2;2;2;2;2;2;2;2;2;2;4;4
"350380 Artur Nogueira";6;6;6;8;8;8;8;8;8;8;8;8;10;12;12;12
"350390 Arujá";1;1;1;1;2;7;7;7;10;10;10;10;10;10;10;10
"350395 Aspásia";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350400 Assis";28;31;35;39;39;42;42;42;43;45;42;42;42;42;42;42
"350410 Atibaia";8;8;8;8;7;10;3;5;9;9;9;11;11;11;11;12
"350420 Auriflama";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350430 Avaí";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350440 Avanhandava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350450 Avaré";-;-;-;7;7;7;7;7;7;7;7;7;7;7;8;8
"350460 Bady Bassitt";4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-
"350470 Balbinos";-;-;-;-;-;-;-;-;-;1;1;1;1;1;4;4
"350480 Bálsamo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350490 Bananal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350500 Barão de Antonina";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"350510 Barbosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350520 Bariri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350530 Barra Bonita";-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6
"350535 Barra do Chapéu";2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3
"350540 Barra do Turvo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350550 Barretos";11;11;11;24;24;24;27;27;31;32;44;45;46;50;50;52
"350560 Barrinha";6;7;9;11;11;11;11;11;11;11;11;11;11;11;19;11
"350570 Barueri";16;17;17;17;17;17;23;13;13;13;19;28;28;23;23;26
"350580 Bastos";3;3;3;3;3;3;3;3;3;4;4;4;4;7;7;7
"350590 Batatais";2;2;2;2;2;2;2;4;4;4;4;4;4;4;5;6
"350600 Bauru";48;52;52;54;58;61;66;64;74;80;77;78;86;95;95;96
"350610 Bebedouro";6;13;13;12;12;16;16;17;17;19;18;17;19;20;20;20
"350620 Bento de Abreu";12;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3
"350630 Bernardino de Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350635 Bertioga";4;4;4;8;8;9;9;9;9;10;10;10;10;10;10;10
"350640 Bilac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350650 Birigui";-;3;9;9;9;11;11;11;11;11;11;11;11;11;11;11
"350660 Biritiba-Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350670 Boa Esperança do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350680 Bocaina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350690 Bofete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350700 Boituva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350710 Bom Jesus dos Perdões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350715 Bom Sucesso de Itararé";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"350720 Borá";-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3
"350730 Boracéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350740 Borborema";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-
"350745 Borebi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350750 Botucatu";12;23;26;31;35;32;30;31;32;32;28;31;31;37;40;45
"350760 Bragança Paulista";9;13;11;11;12;12;12;11;13;10;11;13;19;14;14;14
"350770 Braúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350775 Brejo Alegre";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"350780 Brodowski";2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4
"350790 Brotas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350800 Buri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350810 Buritama";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"350820 Buritizal";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"350830 Cabrália Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350840 Cabreúva";4;4;6;6;6;6;6;7;7;3;7;7;9;9;9;9
"350850 Caçapava";-;-;-;-;-;-;-;2;2;2;2;3;3;3;3;3
"350860 Cachoeira Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350870 Caconde";-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-
"350880 Cafelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350890 Caiabu";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350900 Caieiras";8;8;8;8;8;8;6;7;7;7;7;4;4;4;4;4
"350910 Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350920 Cajamar";4;3;3;6;6;6;6;3;3;3;3;3;3;3;13;15
"350925 Cajati";-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3
"350930 Cajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350940 Cajuru";6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10
"350945 Campina do Monte Alegre";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"350950 Campinas";133;191;183;198;225;228;233;251;272;307;310;324;327;341;398;420
"350960 Campo Limpo Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"350970 Campos do Jordão";-;2;2;2;3;4;4;4;4;4;3;3;3;3;4;4
"350980 Campos Novos Paulista";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9
"350990 Cananéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350995 Canas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351000 Cândido Mota";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351010 Cândido Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351015 Canitar";1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3
"351020 Capão Bonito";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"351030 Capela do Alto";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"351040 Capivari";3;1;1;2;2;3;3;3;3;5;6;6;6;7;8;7
"351050 Caraguatatuba";10;9;11;13;13;13;10;10;10;10;13;14;14;14;14;14
"351060 Carapicuíba";15;15;15;15;17;16;16;16;16;16;12;12;12;12;12;14
"351070 Cardoso";2;2;2;5;5;5;5;5;5;5;5;5;5;5;2;2
"351080 Casa Branca";8;8;8;8;9;11;11;11;11;8;10;10;10;10;10;11
"351090 Cássia dos Coqueiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351100 Castilho";4;3;3;3;3;3;3;-;-;-;-;-;-;1;1;1
"351110 Catanduva";17;26;27;27;30;30;30;49;52;52;52;52;52;53;54;55
"351120 Catiguá";-;-;-;-;-;3;3;3;3;3;7;7;7;7;7;3
"351130 Cedral";-;-;-;-;2;2;2;10;10;10;10;10;10;10;10;10
"351140 Cerqueira César";-;-;-;-;-;-;-;-;-;6;6;6;6;7;7;5
"351150 Cerquilho";4;5;18;18;18;14;14;14;14;14;15;15;20;20;20;19
"351160 Cesário Lange";-;-;-;-;-;-;-;-;-;-;-;4;4;4;4;4
"351170 Charqueada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"355720 Chavantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351190 Clementina";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351200 Colina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351210 Colômbia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351220 Conchal";-;1;1;5;5;5;5;4;4;4;4;4;4;4;4;4
"351230 Conchas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351240 Cordeirópolis";2;-;-;2;2;2;2;2;2;2;2;2;2;2;2;2
"351250 Coroados";4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"351260 Coronel Macedo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
